Order,Family,Species,English_name,Subspecies,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System,Display,Resource,References
Piciformes,Picidae,Jynx torquilla,Eurasian Wryneck,,38.8,,35.9,,31,,89.6,45,89,23,,,19.5,18,19.2,10,,,16.1,21,15.8,12,,,58.5,6,56.2,5,,,7.5,2.7,2,1,1,"1, 8, 24, 31"
Piciformes,Picidae,Jynx ruficollis,Rufous-necked Wryneck,,54.1,7,50.3,5,,,93.9,13,91.1,14,,,20.8,,20,,,,,,,,,,71.2,,71.6,,,,3.1,3.5,,1,2,"24, 31, 33"
Piciformes,Picidae,Sasia africana,African Piculet,,,,,,9.4,6,47.6,8,49.7,7,,,11.04,7,11.2,6,,,,,,,,,18.2,6,18.6,7,,,2,1.08,,,1,"24, 31"
Piciformes,Picidae,Melanerpes lewis,Lewis's Woodpecker,,106.3,6,97.7,7,,,168.2,47,161.8,31,,,25.6,52,24.5,38,,,24.2,51,22.3,38,,,100.4,39,97.3,30,,,5.88,5.6,,3,1,"7, 31"
Piciformes,Picidae,Melanerpes herminieri,Guadeloupe Woodpecker,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Piciformes,Picidae,Melanerpes erythrocephalus,Red-headed Woodpecker,,,,,,71.6,89,139.5,32,136.5,21,,,23,32,21.9,21,,,27.3,32,26.6,21,,,75.3,32,74.1,21,,,4.74,5.1,2,3,1,"1, 7, 31"
Piciformes,Picidae,Melanerpes formicivorus,Acorn Woodpecker,,80.9,706,77.2,646,,,143.8,674,142.8,605,,,,,,,,,31.7,642,29.6,579,,,79.7,413,80,338,,,5.06,5.1,2,,,"1, 7, 31"
Piciformes,Picidae,Melanerpes uropygialis,Gila Woodpecker,,72.9,4,64.4,5,,,132.3,200,127.1,200,,,,,,,,,29.8,200,25.5,200,,,85,200,81.4,200,,,3.74,,,,,7
Piciformes,Picidae,Melanerpes carolinus,Red-bellied Woodpecker,,77.3,,63.6,,72.25,,130.5,100,150.5,71,,,,,,,,,30.55,41,27.65,40,,,78.5,41,76,40,,,4.24,4.6,2,1,1,"1, 7, 31"
Piciformes,Picidae,Melanerpes aurifrons,Golden-fronted Woodpecker,,85.4,29,76.4,41,,,130.5,46,127.7,21,,,22.7,45,22.2,22,,,33.15,46,30.09,23,,,78.7,43,76.2,19,,,4.75,5.3,2,1,2,"1, 7, 31"
Piciformes,Picidae,Sphyrapicus varius,Yellow-bellied Sapsucker,,,,,,50.3,52,124.1,10,124.3,10,,,20.3,10,19.4,10,,,23.4,10,22.7,10,,,72.5,10,71.7,10,,,4.79,3.4,2,,,"1, 7, 31"
Piciformes,Picidae,Sphyrapicus nuchalis,Red-naped Sapsucker,,50.5,48,49.2,49,,,126,27,128,26,,,21.4,25,21.2,26,,,22.5,50,22.6,51,,,74.5,24,76.7,11,,,4.8,3.8,,1,,7
Piciformes,Picidae,Sphyrapicus ruber,Red-breasted Sapsucker,,58.3,23,57.7,22,,,131,20,131,21,,,21.6,14,21.5,18,,,25.1,20,23.7,21,,,78.9,10,81.5,10,,,4.69,3.9,,1,,"7, 31"
Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,,47.6,20,47.6,17,,,136.8,20,136.2,17,,,21.5,20,21,17,,,25.6,20,24.2,17,,,83.2,20,84.1,17,,,4.77,3.7,,4,1,"7, 31"
Piciformes,Picidae,Campethera punctuligera,Fine-spotted Woodpecker,,67,1,72.5,2,65,5,114,7,116,12,,,20.5,5,21.2,8,,,,,,,,,62.3,5,64.7,7,,,2.5,4.1,,,,"24, 31"
Piciformes,Picidae,Campethera nubica,Nubian Woodpecker,,63.1,14,60.1,8,,,108,29,107,28,,,20.8,7,21,5,,,,,,,,,63.8,25,64.3,26,,,3.5,4.6,,,,"24, 31"
Piciformes,Picidae,Campethera bennettii,Bennett's Woodpecker,,68.4,5,67,8,,,118,8,118,13,,,22.4,6,21.4,5,,,,,,,,,68.7,6,67.8,5,,,3,4.7,,,,"24, 31"
Piciformes,Picidae,Campethera abingoni,Golden-tailed Woodpecker,,67,3,70,3,,,121,5,116,6,,,20.2,4,20.2,5,,,,,,,,,64,3,65.5,3,,,2.5,4,,,,"24, 31"
Piciformes,Picidae,Campethera notata,Knysna Woodpecker,,,,,,,,107,23,105,16,,,21.6,18,20.9,15,,,,,,,,,71.2,,71.3,,,,2,3.9,,,,"24, 31"
Piciformes,Picidae,Campethera maculosa,Little Green Woodpecker,,,,,,,,101,15,103,12,,,17.15,2,17.4,2,,,,,,,,,59.9,12,60.9,9,,,,,,,,24
Piciformes,Picidae,Campethera cailliautii,Green-backed Woodpecker,,49,1,43,1,,,96.1,14,95.7,14,,,16.7,5,16.7,3,,,,,,,,,60,5,58.5,3,,,2.5,4.4,,,,"24, 31"
Piciformes,Picidae,Campethera tullbergi,Tullberg's Woodpecker,,54.7,6,50.4,5,,,108,16,107,8,,,19,5,18.6,3,,,,,,,,,69,,69.9,,,,,,,,,24
Piciformes,Picidae,Campethera nivosa,Buff-spotted Woodpecker,herberti,34.7,16,34.5,15,,,82,11,84.3,8,,,,,,,,,,,,,,,42.8,,44.4,9,,,2,3.4,,,,"24, 31"
Piciformes,Picidae,Campethera caroli,Brown-eared Woodpecker,,58.5,4,56.5,5,,,101,16,101,13,,,18.1,10,17.9,10,,,,,,,,,56.6,12,56,9,,,2,4.9,,,,"24, 31"
Piciformes,Picidae,Geocolaptes olivaceus,Ground Woodpecker,,,,,,126.25,2,128,8,127,5,,,,,,,,,,,,,,,92,,89.2,,,,3,7.3,,,,"24, 31"
Piciformes,Picidae,Dendropicos elachus,Little Grey Woodpecker,,19,3,,,,,76.3,12,77,6,,,13.7,4,13.5,4,,,,,,,,,36.2,11,38.3,,,,,,,,,24
Piciformes,Picidae,Dendropicos poecilolaemus,Speckle-breasted Woodpecker,,27,1,29.2,1,,,85.4,19,84.9,19,,,15.6,11,15.2,11,,,,,,,,,45.6,7,46.2,6,,,,,,,,24
Piciformes,Picidae,Dendropicos abyssinicus,Abyssinian Woodpecker,,,,,,24.5,4,94.3,7,93.2,6,,,14.9,10,14.9,8,,,,,,,,,45.5,6,47.7,6,,,,,,,,24
Piciformes,Picidae,Dendropicos fuscescens,Cardinal Woodpecker,,33,3,29.5,2,,,93,67,92.2,54,,,16.3,61,16.2,54,,,,,,,,,47.4,50,47.9,47,,,2.5,2.9,,,,"24, 31"
Piciformes,Picidae,Dendropicos gabonensis,Gabon Woodpecker,,,,,,25.5,3,78.7,10,79.8,6,,,14.3,5,14.4,2,,,,,,,,,39,3,37,2,,,,,,,,24
Piciformes,Picidae,Dendropicos stierlingi,Stierling's Woodpecker,,,,,,28,2,102.5,8,99,4,,,,,,,,,,,,,,,49.6,7,47,4,,,,,,,,24
Piciformes,Picidae,Dendropicos namaquus,Bearded Woodpecker,,,,,,82.5,10,133,21,131,15,,,21.2,5,20.6,5,,,,,,,,,66.3,18,64.3,14,,,3,4.9,,,,"24, 31"
Piciformes,Picidae,Dendropicos pyrrhogaster,Fire-bellied Woodpecker,,70,3,67,3,,,115,15,112,10,,,21.4,8,20.9,10,,,,,,,,,69.8,8,71.8,6,,,,,,,,24
Piciformes,Picidae,Dendropicos xantholophus,Golden-crowned Woodpecker,,,,,,11.5,13,116,38,112,36,,,21,4,21.2,5,,,,,,,,,71,12,70,9,,,,,,,,24
Piciformes,Picidae,Dendropicos elliotii,Elliot's Woodpecker,gabela,,,,,36,4,92,5,91,2,,,,,,,,,,,,,,,66.3,7,65.7,4,,,,3.9,,,,"24, 31"
Piciformes,Picidae,Dendropicos goertae,Grey Woodpecker,,48.5,4,43,1,,,107,16,106,9,,,19.6,8,19.05,3,,,,,,,,,57.4,8,60.7,6,,,3,4.9,,,,"24, 31"
Piciformes,Picidae,Dendropicos griseocephalus,Olive Woodpecker,,44,10,38,6,,,110,20,109,8,,,19.4,12,18.8,8,,,,,,,,,67.6,15,67.1,8,,,3,3.8,,,,"24, 31"
Piciformes,Picidae,Dendropicos obsoletus,Brown-backed Woodpecker,,18.6,1,18.6,1,,,79.3,34,78.8,35,,,14.5,5,14,8,,,,,,,,,,,,,,,,,,,,24
Piciformes,Picidae,Dendrocopos minor,Lesser Spotted Woodpecker,minor,21,2,22,1,,,89.9,22,90.5,13,,,14.3,16,14.4,10,,,17.4,22,17.2,12,,,51.6,23,52.4,13,,,5,2.2,,3,1,"8, 31"
Piciformes,Picidae,Dendrocopos medius,Middle Spotted Woodpecker,medius,59.2,17,58.8,14,,,130,9,129,10,,,20.5,9,20.4,15,,,26.2,9,24.8,9,,,79,6,78.7,12,,,5.64,4.3,,3,1,"8, 31"
Piciformes,Picidae,Dendrocopos leucotos,White-backed Woodpecker,leucotos,108.5,,105.5,2,,,148,10,146,10,,,25.3,10,24.9,7,,,39.2,7,36.7,8,,,88.6,9,86.5,6,,,4,6.7,,3,2,"8, 31"
Piciformes,Picidae,Dendrocopos major,Great Spotted Woodpecker,,89.7,7,89.6,,,,142,17,141,10,,,24.2,15,24,9,,,28.9,18,27.4,10,,,87.7,17,85.7,9,,,5.5,5.7,,3,1,"8, 31"
Piciformes,Picidae,Dendrocopos syriacus,Syrian Woodpecker,,79.5,9,74,11,,,132,19,130,11,,,23.3,7,22.7,6,,,31.7,9,29.8,2,,,77.6,7,75.6,5,,,5.1,5.1,,3,,"8, 31"
