Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Rodentia	Muridae	Phloeomys	cumingi	Slender-tailed cloud rat					1					1750		13.6	671	captivity	small	acceptable						"434,455,671"
Rodentia	Muridae	Phloeomys	pallidus	Northern Luzon slender-tailed cloud rat										1744		10.7	671	captivity	medium	acceptable						"671,978"
Rodentia	Muridae	Pogonomys	macrourus	"Chestnut pogonomys, or Long-tailed tree mouse"					2.4					57		3.1	671	captivity	small	acceptable						"434,455,610,671"
Rodentia	Muridae	Praomys	tullbergi	"Tullberg's praomys, or Tullberg's rock rat"	82	75	24	25	3.5	4	24	2.7	10.5	30		5.2	671	captivity	small	acceptable						"434,455,610,671,978"
Rodentia	Muridae	Psammomys	obesus	Fat sand rat	100		24	28	3.5		38	6.25	40	212	0.0304	3.2	671	captivity	medium	acceptable						"434,455,671,731,884,000,000,000,000"
Rodentia	Muridae	Pseudomys	australis	"Plains mouse, or Australian native mouse"	145	180	31	26	3.1			4	12.5	65	0.0278	7.9	671	captivity	medium	acceptable						"434,455,610,671,680,000"
Rodentia	Muridae	Pseudomys	chapmani	Western pebble-mound mouse										12		6.8	671	captivity	small	acceptable						"671,730"
Rodentia	Muridae	Pseudomys	fumeus	Smoky mouse					3.5	1.5				70		6.5	671	captivity	small	acceptable						"610,671"
Rodentia	Muridae	Pseudomys	higginsi	Long-tailed mouse	272	270	32	30	2.3	1.5		5		60.1	0.0331			unknown	small	low						"455,610,731"
Rodentia	Muridae	Pseudomys	laborifex	Kimberly mouse										12		6.9	671	captivity	small	acceptable						"671,730"
Rodentia	Muridae	Pseudomys	shortridgei	Heath mouse	335	335			3	1				64		6	671	captivity	small	acceptable						"455,610,671,680"
Rodentia	Muridae	Rattus	fuscipes	Bush rat	107	90	26	30	5	3.3		4.5	21.3	130		5.3	616	captivity	small	acceptable			0.471	76	310.65	"36,420,455,542,610,600,000"
Rodentia	Muridae	Rattus	lutreolus	Australian swamp rat	79		27	25	5	2.53		4.87	25	115	0.0277	4.4	671	captivity	small	acceptable			0.353	109	309.85	"364,556,106,286,716,000,000,000"
Rodentia	Muridae	Rattus	norvegicus	Norway rat	90	70	21		9.9	3.7		5.81		300		3.8	857	captivity	large	acceptable	0.002	0.3	1.404	206.9	310.25	"1,2,36,117,119,121,174,188,189,378,434,436,441,455,511,607,610,680,707,715,776,777,851,857,858,915,960,962,981,1067,1103,1136,1334,1342"
Rodentia	Muridae	Rattus	rattus	Rat	90	112	22	26	7.3	4.3	36	4.55	39.7	200	0.0207	4.2	671	captivity	large	acceptable			0.77	117	311.15	"364,344,414,556,106,000,000,000,000"
Rodentia	Muridae	Rhabdomys	pumilio	Four-striped grass mouse	42	64	25	14	6	4	29	2.67	8.4	51	0.0361	4.5	671	captivity	medium	acceptable			0.179	39.6	310.15	"36,420,434,455,671,600,000"
Rodentia	Muridae	Rhombomys	opimus	Great gerbil	105	105	28	22	5	2.5		4.75		285		4.5	671	captivity	small	acceptable						"1,455,571,671"
Rodentia	Muridae	Sekeetamys	calurus	Bushy-tailed jird					2.9					65		7.3	671	captivity	medium	acceptable			0.274	63.6	310.65	"36,420,455,542,671"
Rodentia	Muridae	Sundamys	muelleri	Mueller's giant Sunda rat					3.8					334				unknown	small	low						"434,610"
Rodentia	Muridae	Tatera	indica	Indian gerbil	77	91	26	24	5.4	4.2	48	3		146.7	0.024	7	671	captivity	small	acceptable			0.422	86.9	309.15	"36,420,434,455,542,500,000,000,000,000"
Rodentia	Muridae	Taterillus	gracilis	Slender gerbil	91	91	26		4.5					51.9				unknown	small	low						"455,610,671"
Rodentia	Muridae	Thallomys	paedulcus	Acacia rat	109		26	30	3.5		26	2.65		80				unknown	tiny	low			0.487	132.4	309.85	"36,420,455,610,671,600,000"
Rodentia	Muridae	Thamnomys	venustus	Thicket rat	83		24	24	1.3					65				unknown	small	low						"610,671,680,978"
Rodentia	Muridae	Zelotomys	woosnami	"Woosnam's broad-headed mouse, or South African broad-headed mouse"			31		4.7		31			54.5				unknown	small	low						"434,455,610,671,978"
Rodentia	Muridae	Zyzomys	argurus	Common rock rat	155		30	36	2.5		219		14	50				unknown	small	low						"4,344,556,106,719,780,000"
Rodentia	Muridae	Zyzomys	palatilis	Carpentarian rock rat										123		6.2	671	captivity	small	acceptable						"671,730"
Rodentia	Muridae	Zyzomys	pedunculatus	Central rock rat										100		7.5	671	captivity	small	acceptable						"671,730"
Rodentia	Myocastoridae	Myocastor	coypus	Nutria	152	152	131	91	6	2.3	130	225	1750	7850		19	1306	captivity	large	acceptable					307.75	"43,444,145,552,061,000,000,000,000,000,000,000"
Rodentia	Nesomyidae	Cricetomys	emini	Giant rat	162		34		1					1300		7.4	671	captivity	tiny	acceptable						"4,556,717,301,308"
Rodentia	Nesomyidae	Cricetomys	gambianus	Gambian rat	158		34	31	3.5	3.75		25.7		1500	0.042	8.4	671	captivity	small	acceptable			6.024	1686.7	308.75	"36,420,455,671,731"
Rodentia	Nesomyidae	Dendromus	melanotis	Gray climbing mouse			25		4.6					7.4		4.2	671	captivity	small	acceptable						"455,610,671"
Rodentia	Nesomyidae	Dendromus	mesomelas	Brant's climbing mouse					4.4					13		3.3	671	captivity	small	acceptable						"434,455,610,671"
Rodentia	Nesomyidae	Hypogeomys	antimena	Malagasy giant rat	730	365	120	35	1					1250		12.6	671	captivity	small	acceptable						"434,455,646,671"
Rodentia	Nesomyidae	Mystromys	albicaudatus	White-tailed mouse	109		38	32	3		36	6.5	40	106		6.3	671	captivity	small	acceptable			0.707	93.8	306.15	"36,420,434,455,542,600,000,000"
Rodentia	Nesomyidae	Saccostomus	campestris	Pouched mouse	45		21	25	6.8		51	2.6		47.4		4.5	671	captivity	small	acceptable			0.274	68.1	308.45	"36,420,434,455,542,600,000"
Rodentia	Nesomyidae	Steatomys	pratensis	Fat mouse					4.7			1.55		25.5				unknown	small	low			0.105	37.5	307.25	"36,420,455,610,671"
Rodentia	Octodontidae	Octodon	degus	Degu	182	182	90	36	6	1.8		14	71.2	235	0.0323	14	671	captivity	large	acceptable			0.958	199.6	310.75	"36,420,434,455,610,600,000,000"
Rodentia	Octodontidae	Octodontomys	gliroides	Mountain degu			104	42	2			17.5		158				unknown	small	low			0.715	154.1	310.35	"36,420,434,455,610,600"
Rodentia	Octodontidae	Spalacopus	cyanus	Coruro			80		2.4	1.8		8.9		98		10.8	671	captivity	small	acceptable			0.561	126.2	309.65	"36,420,434,610,671,900"
Rodentia	Pedetidae	Pedetes	capensis	"South African springhare, or Springhare"	1034		80	46	1	3.6	101	275	1300	3500		20	671	captivity	small	acceptable			4.427	2300	309.05	"36,420,434,455,542,600,000"
Rodentia	Petromuridae	Petromus	typicus	Dassie rat					1.9	1				200				unknown	tiny	low						"434,455,671"
Rodentia	Platacanthomyidae	Platacanthomys	lasiurus	Malabar spiny dormouse										75				unknown	small	low						"434,455"
Rodentia	Sciuridae	Ammospermophilus	harrisii	Harris's antelope squirrel	319		30	51	6.8	1		3.8	45	126		10.6	671	captivity	medium	acceptable						"434,455,538,610,671"
Rodentia	Sciuridae	Ammospermophilus	leucurus	White-tailed antelope squirrel	365	365	29	66	8	1.3		3.21	35	105	0.0284	11.2	671	captivity	small	acceptable			0.511	94.1	310.65	"36,420,441,455,671,700"
Rodentia	Sciuridae	Ammospermophilus	nelsoni	Nelson's antelope squirrel	378		26		8	1		4.88	41	154.5				unknown	small	low						"4,556,361,308"
Rodentia	Sciuridae	Atlantoxerus	getulus	Barbary ground squirrel										400				unknown	tiny	low						"434,455,671"
Rodentia	Sciuridae	Callosciurus	adamsi	Ear-spot squirrel	414		48		1.9					134.5				unknown	small	low						"6,717,309,781,308"
Rodentia	Sciuridae	Callosciurus	caniceps	Gray-bellied squirrel					2.2					257		13.7	671	captivity	small	acceptable						"455,610,671,730"
Rodentia	Sciuridae	Callosciurus	erythraeus	Pallas's squirrel			48		1.9	2				272		17	671	captivity	small	acceptable						"4,344,556,719,781,300"
Rodentia	Sciuridae	Callosciurus	finlaysonii	Finlayson's squirrel												12.8	671	captivity	tiny	acceptable						671
Rodentia	Sciuridae	Callosciurus	notatus	Plantain squirrel	414		48		3.07					190		14.8	671	captivity	tiny	acceptable						"4,556,106,711,308"
Rodentia	Sciuridae	Callosciurus	prevostii	Prevost's squirrel			48		1.8			16.35		400		21.1	671	captivity	medium	acceptable						"434,455,671"
Rodentia	Sciuridae	Callospermophilus	lateralis	Golden-mantled ground squirrel	637		30	37	5.12	0.94		6.26	74.2	157.6	0.0411	10.4	671	captivity	small	acceptable			0.967	249.6	309.45	"36,420,455,610,633,600,000,000,000"
Rodentia	Sciuridae	Callospermophilus	saturatus	Cascade golden-mantled ground squirrel	335	335	28	43	4.16	1		5.97	113.5	275				unknown	small	low			0.849	256.6		"36,455,635"
Rodentia	Sciuridae	Cynomys	gunnisoni	Gunnison's prairie dog	365		30	46	4.4	1	365			900				unknown	small	low						"434,455,520,610,680"
Rodentia	Sciuridae	Cynomys	ludovicianus	Black-tailed prairie dog	730	730	30	63	4	1	365	15.75	148.35	1125	0.0111	15	1306	captivity	large	acceptable			2.358	1112.3		"364,414,555,075,426,000,000,000"
Rodentia	Sciuridae	Dremomys	lokriah	Orange-bellied Himalayan squirrel					3.5					172.5				unknown	small	low						"434,455,610"
Rodentia	Sciuridae	Funambulus	palmarum	Indian palm squirrel			34		2.75					100				unknown	small	low						"455,671"
Rodentia	Sciuridae	Funambulus	pennantii	Northern palm squirrel	234	310	40	61	3.5	2.5	150	6.5		147.7				unknown	small	low						"434,455,610,671,680,000"
Rodentia	Sciuridae	Funisciurus	anerythrus	Thomas's rope squirrel					1.5					218		10	671	captivity	small	acceptable			0.58	63		"36,455,610,671"
Rodentia	Sciuridae	Funisciurus	congicus	Congo rope squirrel			52	50	2	2	60	9.91		106				unknown	small	low			0.533	112.3	312.45	"36,420,434,455,610,600"
Rodentia	Sciuridae	Funisciurus	pyrropus	Fire-footed rope squirrel					1.8					271.7		9.5	671	captivity	tiny	acceptable						"455,610,671"
Rodentia	Sciuridae	Funisciurus	substriatus	Kintampo rope squirrel										186				unknown	small	low						"671,730"
Rodentia	Sciuridae	Glaucomys	sabrinus	Northern flying squirrel	210		40	68	3	1		5.5	39.74	149	0.0088	14.2	671	captivity	small	acceptable						"434,441,455,671,731"
Rodentia	Sciuridae	Glaucomys	volans	Southern flying squirrel	210		40	58	4	1.3	134	3.35	46.2	65.4		19	671	captivity	medium	acceptable			0.414	67.4	312.15	"36,420,434,441,455,500,000,000,000"
Rodentia	Sciuridae	Heliosciurus	rufobrachium	Red-legged sun squirrel					2.7					326.5		8.7	671	captivity	small	acceptable			0.744	230	309.15	"36,420,434,455,671"
Rodentia	Sciuridae	Ictidomys	tridecemlineatus	Thirteen-lined ground squirrel	354	225	28	33	7	1.2		3.24	16	172.7		7.9	671	captivity	small	acceptable			0.983	198.4	308.85	"36,420,455,542,610,600,000"
Rodentia	Sciuridae	Lariscus	insignis	Three-striped ground squirrel										175				unknown	small	low						"434,671"
Rodentia	Sciuridae	Marmota	bobak	Bobak marmot	1095		40	37	4.5	0.5	730	35.5		7300				unknown	small	low						"455,542,671"
Rodentia	Sciuridae	Marmota	caligata	Hoary marmot	908		29	28	4.2	0.5				4300		12.1	671	captivity	small	questionable						"434,455,542,610,671,000,000"
Rodentia	Sciuridae	Marmota	flaviventris	Yellow-bellied marmot	730	730	30	33	4	0.9	458	33.8	479	3500		21.2	671	captivity	tiny	acceptable			8.626	4295	309.65	"364,204,344,556,106,000,000,000,000"
Rodentia	Sciuridae	Marmota	marmota	Alpine marmot	730	730	35	47	4	1	914	30		3500		17.4	671	captivity	medium	acceptable						"2,724,344,555,426,710,000"
Rodentia	Sciuridae	Marmota	monax	Woodchuck	548	548	32	46	4.5	1		27	248	4000		14	671	captivity	medium	acceptable			3.696	2650	310.15	"36,420,434,455,671,700"
Rodentia	Sciuridae	Marmota	vancouverensis	Vancouver marmot	1186		30		3.3	0.5				4750		12.1	671	captivity	medium	acceptable						"455,538,610,671"
Rodentia	Sciuridae	Otospermophilus	variegatus	Rock squirrel	421		30	53	4.3	1.5		7.8	100	663		9.8	671	captivity	small	acceptable						"4,556,106,711,308"
Rodentia	Sciuridae	Paraxerus	cepapi	Smith's bush squirrel	185		57	40	2	2	60	12.88		216				unknown	tiny	low			0.811	223.6	312.25	"36,420,434,455,671,600,000"
Rodentia	Sciuridae	Paraxerus	poensis	Green bush squirrel	128		55		1.4		60	9.91		134				unknown	small	low						"434,455,610,671,978"
Rodentia	Sciuridae	Petaurista	alborufus	Red and white giant flying squirrel										1700		21.4	671	captivity	small	acceptable						"434,671"
Rodentia	Sciuridae	Petaurista	leucogenys	Japanese giant flying squirrel			74					5		1650		19.2	671	captivity	small	acceptable						"4,556,711,308"
Rodentia	Sciuridae	Petaurista	magnificus	Hodgson's giant flying squirrel					1					1780				unknown	small	low						"434,610,671"
Rodentia	Sciuridae	Petaurista	petaurista	Red giant flying squirrel			45	68	1			56.3		1750				unknown	small	low						"455,542,610,671,978"
Rodentia	Sciuridae	Petaurista	philippensis	Indian giant flying squirrel			46	91	1			56		1652				unknown	tiny	low						"434,671,730"
Rodentia	Sciuridae	Poliocitellus	franklinii	Franklin's ground squirrel	327	327	28	42	7.5	1		9		459		7.2	671	captivity	small	acceptable			2.19	607		"36,434,455,538,542,600,000,000,000"
Rodentia	Sciuridae	Pteromys	momonga	Japanese flying squirrel														unknown	tiny	low						671
Rodentia	Sciuridae	Pteromys	volans	Siberian flying squirrel			30	46	2.6	1.5				130		11.4	671	captivity	medium	acceptable						"434,455,671"
Rodentia	Sciuridae	Ratufa	affinis	Pale giant squirrel										1187.5				unknown	tiny	low						"671,730"
Rodentia	Sciuridae	Ratufa	bicolor	Black giant squirrel	1078		32		1.4	2	278	77		2000		19	671	captivity	tiny	acceptable						"455,610,671,680"
Rodentia	Sciuridae	Ratufa	indica	Indian giant squirrel			84		1					2000		20	671	captivity	small	acceptable						"455,671"
Rodentia	Sciuridae	Sciurotamias	davidianus	Pere David's rock squirrel														unknown	tiny	low						671
Rodentia	Sciuridae	Sciurus	aberti	Abert's squirrel	327		43	76	3.5	1.5		12	355	702.5				unknown	small	low			2.402	624	313.85	"36,420,455,538,610,600,000"
Rodentia	Sciuridae	Sciurus	aestuans	Guianan squirrel										185				unknown	tiny	low						"671,730"
Rodentia	Sciuridae	Sciurus	aureogaster	Red-bellied squirrel					2					600		11.5	671	captivity	small	acceptable						"455,610,671"
Rodentia	Sciuridae	Sciurus	carolinensis	Eastern gray squirrel	343	401	44	66	4	2		15	200	533	0.0234	23.6	671	captivity	small	acceptable			2.062	440	311.85	"362,632,644,204,414,000,000,000,000,000,000"
Rodentia	Sciuridae	Sciurus	deppei	Deppe's squirrel					2.9					190				unknown	small	low						"671,730,978"
Rodentia	Sciuridae	Sciurus	granatensis	Red-tailed squirrel				61	1.93	1.95		9.5		374		11.5	671	captivity	tiny	acceptable						"434,455,610,630,671"
Rodentia	Sciuridae	Sciurus	griseus	Western gray squirrel	319		44	61	3	1				425				unknown	tiny	low						"455,538,610,671"
Rodentia	Sciuridae	Sciurus	ignitus	Bolivian squirrel										190				unknown	small	low						"671,730"
Rodentia	Sciuridae	Sciurus	lis	Japanese squirrel	300	304	38							264				unknown	tiny	low						"6,719,781,308"
Rodentia	Sciuridae	Sciurus	niger	Eastern fox squirrel	353	353	44	84	3	1		15		800	0.018	16	671	captivity	tiny	acceptable						"455,671,731,777"
Rodentia	Sciuridae	Sciurus	stramineus	Guayaquil squirrel										433.3				unknown	tiny	low						"671,730"
Rodentia	Sciuridae	Sciurus	variegatoides	Variegated squirrel					5					485		15.1	671	captivity	small	acceptable						"671,730,978"
Rodentia	Sciuridae	Sciurus	vulgaris	Eurasian red squirrel	296	320	38	62	5	2	91	9.25		600	0.021	14.8	671	captivity	medium	acceptable						"434,455,542,671,731,000"
Rodentia	Sciuridae	Spermophilus	citellus	European ground squirrel	314	314	27	34	6	1.3				217		6.7	671	captivity	medium	acceptable			1.272	240	310.65	"36,420,455,542,610,600"
Rodentia	Sciuridae	Spermophilus	pygmaeus	Little ground squirrel			27		7.1	1				136		7.1	671	captivity	small	acceptable						"455,610,671,978"
Rodentia	Sciuridae	Sundasciurus	hippurus	Horse-tailed squirrel										312.5		14	671	captivity	small	acceptable						"671,730"
Rodentia	Sciuridae	Sundasciurus	lowii	Low's squirrel					2.5					67		11.1	671	captivity	small	acceptable						"434,671"
Rodentia	Sciuridae	Sundasciurus	tenuis	Slender squirrel					3					75		10	671	captivity	small	acceptable						"434,455,671"
Rodentia	Sciuridae	Tamias	amoenus	Yellow-pine chipmunk	365	365	30	44	5.19	1	365	2.62	19	48.2	0.0283			unknown	small	low			0.5	55.7	310.15	"36,420,455,538,610,600,000,000,000"
Rodentia	Sciuridae	Tamias	dorsalis	Cliff chipmunk			30		5.2	1.5				62.8		12.6	671	captivity	tiny	acceptable						"455,610,671"
Rodentia	Sciuridae	Tamias	minimus	Least chipmunk	365	365	30	44	4.9	1	365	2.3		44.1		10	671	captivity	small	acceptable			0.349	49.3	310.15	"364,204,555,386,106,000,000,000"
Rodentia	Sciuridae	Tamias	quadrimaculatus	Long-eared chipmunk	339		31		5	1				86.5				unknown	small	low						"455,520,610,680"
Rodentia	Sciuridae	Tamias	quadrivittatus	Colorado chipmunk	319	319	31	46	4.4	1		2.5		70	0.0238			unknown	small	low						"455,511,731"
Rodentia	Sciuridae	Tamias	ruficaudus	Red-tailed chipmunk	335		31		5.5	1				75				unknown	small	low						"455,511"
Rodentia	Sciuridae	Tamias	sibiricus	Siberian chipmunk	350	350	35	40	4.8	1.1	103	4		85		9.6	671	captivity	medium	acceptable						"434,455,542,671"
Rodentia	Sciuridae	Tamias	striatus	Eastern chipmunk	187	228	31	36	5	1.5		3.4	50.5	96		9.5	671	captivity	small	acceptable			0.813	89.6	311.35	"36,420,434,436,441,400,000,000,000,000,000,000"
Rodentia	Sciuridae	Tamias	townsendii	Townsend's chipmunk	353		28	50	4.5	1		3.5	35	75	0.0333	9.3	671	captivity	small	acceptable						"434,455,610,671,680,000"
Rodentia	Sciuridae	Tamiasciurus	hudsonicus	Red squirrel	342		37	63	4.2	1.7		7	83.8	200	0.0216	9.8	671	captivity	tiny	acceptable			1.615	219.6	311.85	"364,204,344,555,426,000,000,000,000,000,000,000,000"
Rodentia	Sciuridae	Trogopterus	xanthipes	Complex-toothed flying squirrel	669	669	80	105	1.64									unknown	small	low						"434,455"
Rodentia	Sciuridae	Urocitellus	beldingi	Belding's ground squirrel	365	547	26	24	5.7	1		6.87	55	290	0.0545			unknown	small	low			0.796	293.7	308.65	"36,420,434,455,731"
Rodentia	Sciuridae	Urocitellus	richardsonii	Richardson's ground squirrel	335	335	24	36	6.06	1		6.35	92.8	342.5	0.0559			unknown	tiny	low			0.788	266.3	308.58	"3,643,445,561,063,460,000,000,000,000"
Rodentia	Sciuridae	Xerospermophilus	mohavensis	Mohave ground squirrel			24	36	6			4.5	30	150		7.8	671	captivity	small	acceptable			0.629	240	310.15	"36,420,455,610,671,900"
Rodentia	Sciuridae	Xerospermophilus	tereticaudus	Round-tailed ground squirrel	325	325	28	39	5.4	1		3.9	75	163.3		8.9	671	captivity	tiny	acceptable			0.501	125.1	309.45	"36,420,434,455,538,600,000,000"
Rodentia	Sciuridae	Xerus	erythropus	Striped ground squirrel	365	365	71	53	3.5					600		10.3	671	captivity	small	acceptable						"434,455,542,610,671"
Rodentia	Sciuridae	Xerus	inauris	South African ground squirrel	365	365	45	50	2.2	1		20		588		11.5	671	captivity	small	acceptable			1.775	528.5	309.95	"36,420,434,455,610,600,000"
Rodentia	Spalacidae	Cannomys	badius	Lesser bamboo rat			42	61	1.8			7		650	0.0145	4.8	671	captivity	small	acceptable			0.96	344	309.15	"36,420,434,455,610,600,000"
Rodentia	Spalacidae	Rhizomys	sumatrensis	Large bamboo rat			22	91	4					3000				unknown	small	low						"455,610,671,978"
Rodentia	Spalacidae	Spalax	carmeli	Mt carmel blind mole rat														unknown	tiny	low						1413
Rodentia	Spalacidae	Spalax	ehrenbergi	Palestine mole rat			29		3	1				160		20.2	"Aaron Avivi, pers. comm."	captivity	small	acceptable			0.585	133.8	308.7	"364,204,346,046,757,000,000,000,000,000,000,000,000,000,000"
Rodentia	Spalacidae	Tachyoryctes	splendens	East African mole rat	150	180	40	35	1.5	2.1	173	20		220				unknown	small	low			0.856	197	309.05	"36,420,434,455,610,600,000,000"
Rodentia	Thryonomyidae	Thryonomys	swinderianus	Greater cane rat	365	365	155	30	4	2.3		129		6600		5.4	671	captivity	tiny	acceptable						"434,455,610,671,680,000,000"
Scandentia	Ptilocercidae	Ptilocercus	lowii	Pen-tailed tree shrew			50		2			10		42.5				unknown	small	low			0.24	57.5	308.85	"3,643,454,267,110,320,000"
Scandentia	Tupaiidae	Tupaia	belangeri	Northern tree shrew	122	122	46	36	2	7.5		10		200	0.0351	11.1	671	captivity	medium	acceptable					311.95	"605,610,671,730,731,000,000,000,000"
Scandentia	Tupaiidae	Tupaia	glis	Common tree shrew	90	90	46	36	2	2.5	45	12.94	100	200		12.4	671	captivity	medium	acceptable			0.522	123	310.15	"36,59,420,434,436,455,671,680,817,978"
Scandentia	Tupaiidae	Tupaia	minor	Pygmy tree shrew	61	61	50		2					58.6		12.2	671	captivity	tiny	acceptable						"4,556,106,717,301,300"
Scandentia	Tupaiidae	Tupaia	tana	Large tree shrew	365	365		31	2.2					197.8		11.6	671	captivity	tiny	acceptable						"45,561,067,173,011,300,000"
